xref,seg_layer,nverts,closed,wkt
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(7242.9495 53680.1436, 7240.2498 53682.3109)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(7299.7989 53635.6127, 7302.8751 53633.1429)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(7417.0731 53665.5496, 7414.9057 53662.8499)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(7731.1348 53413.6525, 7728.9674 53410.9529)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(7758.1010 53330.7585, 7759.8051 53329.3905)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(7727.6312 53291.8974, 7730.3309 53289.7301)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(7786.1012 53243.9894, 7783.4016 53246.1568)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(7902.6500 53275.8754, 7900.4826 53273.1758)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(8297.8230 52960.8960, 8295.6557 52958.1964)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(8330.9370 52807.9640, 8328.2373 52810.1313)"
SEGMENTATION-ZONE 1-2,SIG3.1,2,0,"LINESTRING(8386.8528 52763.1557, 8384.1532 52765.3230)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8441.9960 52980.6021, 8439.8286 52977.9024)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8437.6416 52984.0979, 8435.4742 52981.3982)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8438.4589 53022.2157, 8441.1586 53020.0483)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8512.4820 53044.8610, 8509.7823 53047.0284)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8508.2811 53039.9433, 8505.5814 53042.1107)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8496.0775 53055.2884, 8493.9102 53052.5887)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8489.0139 53058.5721, 8486.3143 53060.7394)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8577.4004 52992.4220, 8574.7007 52994.5893)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8309.2333 53087.8435, 8307.0659 53085.1439)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8416.1530 53122.1967, 8413.4533 53124.3640)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8409.2666 53119.8849, 8411.9663 53117.7175)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8631.6254 53057.3811, 8634.3251 53055.2137)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8629.6592 53064.9436, 8632.3588 53062.7762)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8627.7230 53058.0862, 8625.0234 53060.2535)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8567.2264 53118.8908, 8564.5268 53121.0582)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8563.4686 53114.2134, 8558.0728 53118.5524)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8557.4992 53121.5407, 8555.3319 53118.8410)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8553.9597 53131.9417, 8551.7924 53129.2421)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8547.2517 53132.3622, 8549.9513 53130.1949)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8552.6436 53128.0333, 8555.3432 53125.8660)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8546.2874 53125.4422, 8543.5878 53127.6096)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8473.6583 53194.0246, 8470.9586 53196.1919)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8469.9022 53189.3463, 8464.5028 53193.6810)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8464.2292 53197.0444, 8462.0619 53194.3447)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8531.6094 53275.3758, 8529.4420 53272.6761)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8531.3295 53266.6520, 8528.6298 53268.8193)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8627.4086 53194.6464, 8624.7090 53196.8138)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8621.2256 53201.6764, 8619.0583 53198.9767)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8618.6658 53198.4878, 8616.4985 53195.7882)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8615.0730 53206.6158, 8612.9057 53203.9162)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8606.8729 53211.1331, 8609.5725 53208.9658)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8685.9517 53141.2345, 8688.6514 53139.0672)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8408.9964 53348.7943, 8406.8290 53346.0946)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8329.8354 53413.6294, 8327.6681 53410.9297)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8327.9224 53329.4271, 8325.7551 53326.7274)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8354.5115 53266.2206, 8352.3441 53263.5209)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8349.0911 53270.5721, 8346.9238 53267.8725)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8258.6414 53342.4609, 8256.4740 53339.7613)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8311.9479 53213.2203, 8309.7805 53210.5206)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(8306.5275 53217.5719, 8304.3601 53214.8723)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8206.1190 53298.3538, 8203.9516 53295.6542)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8179.2580 53556.5087, 8177.0906 53553.8091)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8176.8562 53556.3622, 8174.1566 53558.5296)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8098.4324 53619.3230, 8101.1321 53617.1556)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8094.8854 53624.2783, 8092.7180 53621.5786)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8092.1407 53620.8594, 8089.9733 53618.1598)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8117.7311 53480.6631, 8115.5638 53477.9635)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8111.9486 53481.8355, 8114.6482 53479.6682)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8036.9830 53542.0199, 8039.6826 53539.8526)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(8033.5633 53540.6055, 8031.3959 53537.9058)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8079.0616 53400.1878, 8076.8942 53397.4881)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(8009.6492 53449.7361, 8007.4819 53447.0364)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7968.0900 53357.3524, 7970.2573 53360.0520)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7936.9964 53424.8032, 7939.6961 53422.6358)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7977.9492 53473.9985, 7985.1790 53468.1941)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(7976.8300 53467.0744, 7974.1304 53469.2418)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7798.6061 53497.8642, 7796.4387 53495.1645)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(7901.5537 53528.2779, 7906.5052 53524.3026)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7909.9485 53528.5914, 7904.5492 53532.9261)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7891.9759 53537.4245, 7894.1433 53540.1242)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7954.1600 53587.6337, 7951.9926 53584.9340)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7808.5162 53567.1163, 7807.8145 53563.7261)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(7802.4287 53564.8408, 7803.1303 53568.2310)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7793.4174 53629.3549, 7793.9537 53632.7751)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(7787.9838 53630.2070, 7788.5201 53633.6272)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7861.0436 53662.3900, 7858.8763 53659.6903)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7834.7198 53725.2325, 7832.5525 53722.5328)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7871.1111 53781.9058, 7868.9438 53779.2062)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7750.4489 53900.7683, 7748.2816 53898.0687)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7748.0487 53900.6205, 7745.3491 53902.7879)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7667.7309 53961.2543, 7670.4306 53959.0870)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7663.7499 53965.5329, 7661.5826 53962.8333)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7605.6698 53883.1604, 7608.3694 53880.9930)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7601.6195 53887.3751, 7599.4522 53884.6755)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7688.9221 53824.9227, 7686.7547 53822.2231)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7685.8391 53823.9278, 7683.1395 53826.0952)"
SEGMENTATION-ZONE 1-2,SIG5.2,3,0,"LINESTRING(7630.9088 53759.9771, 7628.8937 53757.4671, 7628.7414 53757.2774)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7454.1333 53853.2629, 7454.8337 53855.2439)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(7447.9972 53853.3019, 7448.6988 53856.6921)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7390.7877 53824.0646, 7392.2276 53825.8581)"
SEGMENTATION-ZONE 1-2,SIG5.1,2,0,"LINESTRING(7440.7081 53919.9479, 7440.4729 53918.0625)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(7434.1030 53918.2656, 7434.9719 53924.5963)"
SEGMENTATION-ZONE 1-2,SIG5.2,2,0,"LINESTRING(7396.3589 53950.2037, 7395.5466 53949.1919)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7374.6255 54180.4978, 7372.4582 54177.7982)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7338.0631 54119.5223, 7340.2305 54122.2220)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7272.5160 54134.2014, 7270.3486 54131.5018)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(7034.4395 54111.2823, 7032.2721 54108.5826)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6889.7462 54227.2393, 6887.5788 54224.5396)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7089.5517 54196.5169, 7087.3843 54193.8172)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7134.9207 54269.6901, 7132.7534 54266.9905)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7131.8442 54268.6901, 7129.1445 54270.8574)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7103.9997 54406.2067, 7101.8323 54403.5070)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7051.6679 54327.9271, 7054.3675 54325.7597)"
SEGMENTATION-ZONE 1-2,SIG5.3,2,0,"LINESTRING(7047.6420 54332.1300, 7045.4746 54329.4303)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6783.9467 54522.0242, 6786.1141 54524.7239)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6816.2320 54542.9021, 6814.0647 54540.2024)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6851.6901 54600.3246, 6849.5228 54597.6250)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6657.2005 54628.2193, 6655.0331 54625.5196)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6622.4922 54577.8217, 6618.8948 54575.9720)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6618.2926 54581.3415, 6616.6029 54580.4727)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6553.6231 54577.4103, 6547.7426 54574.9100)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6549.1789 54582.5488, 6550.9049 54583.3453)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6494.9457 54543.0178, 6493.6880 54541.4512)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6613.8854 54806.6485, 6611.7180 54803.9489)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6560.2792 54732.1273, 6558.1118 54729.4277)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6550.9744 54731.7188, 6548.8071 54729.0191)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6547.0356 54738.4761, 6549.7353 54736.3087)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6492.9948 54658.3717, 6490.8275 54655.6720)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6483.5340 54661.9537, 6488.9333 54657.6189)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6482.5400 54655.1855, 6479.8404 54657.3529)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6357.9561 54657.3249, 6355.9791 54656.0731)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6309.0201 54698.5536, 6307.8091 54697.0451)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6402.4025 54727.6669, 6409.3939 54722.0539)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6405.2659 54717.1606, 6401.0619 54720.5356)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6469.9144 54800.4177, 6472.6141 54798.2503)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6469.8182 54797.8242, 6467.6509 54795.1245)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6466.9372 54798.1512, 6464.2375 54800.3185)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6467.8902 54801.8120, 6470.0576 54804.5117)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6532.8545 54884.2709, 6535.5541 54882.1036)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6532.1281 54879.6823, 6529.9607 54876.9826)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6442.5617 54945.0213, 6440.3944 54942.3217)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6391.5396 54864.4421, 6394.2392 54862.2747)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6385.1255 54865.6873, 6382.9581 54862.9876)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6218.2278 54979.3637, 6216.0605 54976.6641)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6177.7822 54932.1908, 6174.5797 54930.8756)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6172.2110 54936.8270, 6175.4344 54938.0899)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6106.1041 54945.4708, 6100.3968 54942.8864)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6102.1745 54949.7360, 6103.8516 54950.4879)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6036.9566 54908.1356, 6039.1240 54910.8353)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6003.1097 54977.3803, 6005.8093 54975.2129)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6052.3675 55012.4251, 6050.2001 55009.7255)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6050.6467 55012.0834, 6044.4474 55017.0605)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6041.2915 55009.6891, 6043.9912 55007.5217)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6114.1890 55088.6288, 6112.0216 55085.9291)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6108.6524 55093.6409, 6111.3521 55091.4735)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6107.9184 55084.3457, 6105.7511 55081.6461)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6081.8620 55237.7350, 6079.6946 55235.0353)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6027.7663 55152.2859, 6025.0666 55154.4533)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6018.8227 55154.5470, 6016.6554 55151.8473)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(6022.1255 55160.0946, 6024.2928 55162.7942)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5963.3688 55086.7166, 5961.2015 55084.0170)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5968.2047 55078.5131, 5965.5051 55080.6804)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5964.1978 55073.5220, 5961.4981 55075.6893)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5864.5859 55050.5099, 5862.4186 55047.8103)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5630.6443 55239.0442, 5628.3796 55236.2233)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5593.9779 55305.8424, 5596.6776 55303.6750)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5635.8559 55346.1065, 5638.5556 55343.9392)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5645.2526 55346.7508, 5639.8533 55351.0855)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5646.1989 55342.7496, 5644.0316 55340.0499)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5718.3505 55295.4310, 5716.1832 55292.7313)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5776.3737 55360.3687, 5774.2064 55357.6690)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5773.2908 55359.3738, 5770.5911 55361.5411)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5696.6040 55420.9400, 5699.3036 55418.7727)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5695.8406 55417.1269, 5693.6732 55414.4273)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5692.8057 55418.8598, 5690.1060 55421.0272)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5694.5386 55421.8946, 5696.7059 55424.5943)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5618.1083 55480.6883, 5620.8080 55478.5209)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5613.0553 55483.8553, 5610.8880 55481.1556)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5578.0728 55519.5701, 5575.9054 55516.8705)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5563.0203 55531.6547, 5560.8529 55528.9551)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5557.2376 55532.8271, 5559.9373 55530.6598)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5484.9717 55590.8442, 5482.2721 55593.0115)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5475.7338 55594.0967, 5473.5664 55591.3970)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5336.6385 55594.5147, 5342.0378 55590.1800)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5338.5947 55585.8912, 5335.8950 55588.0585)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5411.7169 55534.2396, 5406.3176 55538.5743)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5402.8743 55534.2854, 5405.5740 55532.1181)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5412.5204 55528.7034, 5410.3530 55526.0037)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5425.1897 55521.5791, 5427.8893 55519.4117)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5424.3347 55514.9840, 5421.6350 55517.1513)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5502.2843 55462.0703, 5504.9839 55459.9029)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5501.2277 55455.2241, 5498.5280 55457.3915)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5505.6566 55454.9364, 5503.4892 55452.2368)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5563.3937 55412.4690, 5568.7930 55408.1343)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(5565.3587 55403.8389, 5562.6590 55406.0062)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5452.0502 55419.7860, 5454.7498 55417.6186)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5355.6167 55459.4296, 5353.4494 55456.7299)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5360.3143 55455.6543, 5358.1469 55452.9546)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5458.7725 55377.0249, 5456.6051 55374.3252)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(5492.9009 55349.0038, 5490.7336 55346.3042)"
SEGMENTATION-ZONE 1-2,SIG5.2,3,0,"LINESTRING(7548.7480 53822.4653, 7546.7329 53819.9553, 7546.5806 53819.7656)"
SEGMENTATION-ZONE 1-2,SIG5.3,3,0,"LINESTRING(7510.3428 53942.7085, 7508.3277 53940.1985, 7508.1755 53940.0088)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6632.8415 54560.9212, 6632.0277 54559.9075)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5540.5020 55661.0665, 5538.3347 55658.3668)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5679.9108 55559.8344, 5677.7434 55557.1348)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5758.0082 55508.1089, 5755.3086 55510.2762)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5757.6665 55498.9294, 5755.4991 55496.2297)"
SEGMENTATION-ZONE 1-2,D4.15,2,0,"LINESTRING(6131.6541 55206.2914, 6123.2598 55195.8447)"
SEGMENTATION-ZONE 1-2,SIG2.6,2,0,"LINESTRING(5834.0422 55447.0667, 5831.3426 55449.2341)"
SEGMENTATION-ZONE 1-2,SIG2.1,2,0,"LINESTRING(5377.6516 55305.7317, 5376.6669 55306.8632)"
SEGMENTATION-ZONE 1-2,SIG2.1,2,0,"LINESTRING(5903.7844 54856.2581, 5902.9215 54857.0921)"
SEGMENTATION-ZONE 1-2,SIG2.4,2,0,"LINESTRING(6447.0862 54625.4269, 6452.3471 54621.2033)"
SEGMENTATION-ZONE 1-2,SIG2.5,2,0,"LINESTRING(6821.3422 54409.4600, 6820.5284 54408.4462)"
SEGMENTATION-ZONE 1-2,TE2.5,2,0,"LINESTRING(6179.7611 55075.4005, 6357.2467 54932.4068)"
SEGMENTATION-ZONE 1-2,TE2.5,2,0,"LINESTRING(6199.1919 55098.9258, 6376.6098 54956.5014)"
SEGMENTATION-ZONE 1-2,T.16,2,0,"LINESTRING(7535.3131 52931.5086, 7501.6559 52958.5294)"
SEGMENTATION-ZONE 1-2,T.17a,2,0,"LINESTRING(7445.1352 53003.9351, 7473.3996 52981.2366)"
SEGMENTATION-ZONE 1-2,E4N.13,2,0,"LINESTRING(5593.4247 54780.0612, 5624.5656 54755.0585)"
SEGMENTATION-ZONE 1-2,E4N.17,2,0,"LINESTRING(5449.4102 54895.6889, 5482.8502 54868.8403)"
SEGMENTATION-ZONE 1-2,E4S.1,2,0,"LINESTRING(5112.9121 54949.6499, 5148.0084 54921.4851)"
SEGMENTATION-ZONE 1-2,STB-E4S.1,2,0,"LINESTRING(5112.1731 54957.2990, 5102.7880 54945.5937)"
SEGMENTATION-ZONE 1-2,E4S.2,2,0,"LINESTRING(5159.6995 54912.0874, 5171.4014 54902.6928)"
SEGMENTATION-ZONE 1-2,E4S.4,2,0,"LINESTRING(5194.7967 54883.9136, 5206.4916 54874.5205)"
SEGMENTATION-ZONE 1-2,E4S.6,2,0,"LINESTRING(5228.7087 54856.6798, 5253.2665 54836.9630)"
SEGMENTATION-ZONE 1-2,E4S.8,2,0,"LINESTRING(5276.6646 54818.1769, 5288.3612 54808.7860)"
SEGMENTATION-ZONE 1-2,E4S.10,2,0,"LINESTRING(5311.7552 54790.0052, 5323.4569 54780.6103)"
SEGMENTATION-ZONE 1-2,E4S.12,2,0,"LINESTRING(5358.5430 54752.4432, 5370.2396 54743.0523)"
