xref,seg_layer,nverts,closed,wkt
SEGMENTATION - MTA,635.2,2,0,"LINESTRING(6681.4838 56153.7913, 6719.9690 56272.9479)"
SEGMENTATION - MTA,635.3,4,0,"LINESTRING(6687.1274 56153.3441, 6760.6103 56230.0396, 6762.2265 56231.8815, 6770.3735 56242.0293)"
SEGMENTATION - MTA,635.1,3,0,"LINESTRING(6724.8579 56162.4719, 6792.3366 56211.3690, 6799.3895 56218.5586)"
SEGMENTATION - MTA,634.2,3,0,"LINESTRING(6743.1836 56116.6130, 6825.9705 56188.1335, 6830.7890 56193.3939)"
SEGMENTATION - MTA,634.3,2,0,"LINESTRING(6750.4275 56113.9691, 6906.7271 56114.4880)"
SEGMENTATION - MTA,634.1,4,0,"LINESTRING(6774.0323 56095.6758, 6858.1861 56085.6290, 6872.3967 56079.6601, 6881.6594 56072.2232)"
SEGMENTATION - MTA,633.2,3,0,"LINESTRING(6714.8601 56038.0240, 6835.2545 56029.2171, 6845.4832 56026.4593)"
SEGMENTATION - MTA,633.3,2,0,"LINESTRING(6708.8138 56034.5786, 6795.5363 55964.9555)"
SEGMENTATION - MTA,633.1,4,0,"LINESTRING(6720.1327 56000.0803, 6769.7090 55973.7575, 6775.8000 55970.0128, 6790.2694 55958.3956)"
SEGMENTATION - MTA,632.1,3,0,"LINESTRING(6660.4175 55988.7706, 6709.8781 55884.3324, 6720.6977 55871.5300)"
SEGMENTATION - MTA,632.3,2,0,"LINESTRING(6648.5923 55985.0569, 6667.0267 55816.4908)"
SEGMENTATION - MTA,632.2,2,0,"LINESTRING(6630.9299 55951.0436, 6645.7103 55815.9013)"
SEGMENTATION - MTA,631.2,3,0,"LINESTRING(6581.1253 55991.9596, 6565.5717 55890.8058, 6562.5012 55881.7166)"
SEGMENTATION - MTA,631.3,3,0,"LINESTRING(6579.1853 56003.1844, 6537.7681 55924.9590, 6526.5739 55911.0154)"
SEGMENTATION - MTA,631.1,2,0,"LINESTRING(6545.8414 55992.7681, 6503.5257 55929.0215)"
SEGMENTATION - MTA,630.1,2,0,"LINESTRING(6511.9907 56058.5344, 6459.6417 55956.1560)"
SEGMENTATION - MTA,629.1,2,0,"LINESTRING(6432.5660 56085.3044, 6406.0192 55977.3558)"
SEGMENTATION - MTA,628.1,2,0,"LINESTRING(6359.4708 56101.8317, 6336.8887 55993.4951)"
SEGMENTATION - MTA,627.1,2,0,"LINESTRING(6285.8331 56115.7444, 6267.1403 56006.7608)"
SEGMENTATION - MTA,626.3,2,0,"LINESTRING(6152.5858 56077.3256, 6235.9244 56010.3943)"
SEGMENTATION - MTA,623.1,2,0,"LINESTRING(6161.1528 55817.5106, 6267.5040 55848.2565)"
SEGMENTATION - MTA,622.1,4,0,"LINESTRING(6183.2165 55745.8910, 6269.0532 55774.0566, 6271.2631 55774.8865, 6288.9595 55782.3974)"
SEGMENTATION - MTA,621.1,4,0,"LINESTRING(6220.5974 55669.4225, 6304.3585 55714.2713, 6307.1586 55715.9892, 6320.1880 55725.0760)"
SEGMENTATION - MTA,620.1,4,0,"LINESTRING(6271.2264 55611.8744, 6352.1096 55655.1822, 6359.7446 55661.1797, 6367.9876 55670.3777)"
SEGMENTATION - MTA,619.2,3,0,"LINESTRING(6325.5895 55572.6440, 6416.5583 55620.6907, 6423.2195 55625.5898)"
SEGMENTATION - MTA,619.3,2,0,"LINESTRING(6326.1673 55567.7901, 6469.5111 55571.8768)"
SEGMENTATION - MTA,619.1,4,0,"LINESTRING(6347.8337 55547.3216, 6396.1502 55520.3462, 6400.0299 55517.7326, 6422.1967 55499.9365)"
SEGMENTATION - MTA,618.2,4,0,"LINESTRING(6283.0689 55501.4644, 6367.6535 55487.7032, 6380.9902 55481.8463, 6397.2155 55468.8202)"
SEGMENTATION - MTA,618.3,2,0,"LINESTRING(6278.4589 55501.3941, 6366.5736 55430.6533)"
SEGMENTATION - MTA,618.1,2,0,"LINESTRING(6287.0619 55460.0777, 6349.8708 55409.8426)"
SEGMENTATION - MTA,617.2,4,0,"LINESTRING(6209.2824 55423.6695, 6213.7150 55359.2723, 6207.6152 55339.8205, 6174.3373 55298.3696)"
SEGMENTATION - MTA,617.1,2,0,"LINESTRING(6177.7658 55404.3897, 6116.1477 55345.4206)"
SEGMENTATION - MTA,616.2,2,0,"LINESTRING(6136.0455 55470.4200, 6070.7614 55381.4113)"
SEGMENTATION - MTA,616.1,2,0,"LINESTRING(6097.8595 55477.6440, 6018.9305 55442.6427)"
SEGMENTATION - MTA,615.1,2,0,"LINESTRING(6090.4028 55543.8910, 5992.5072 55504.7939)"
SEGMENTATION - MTA,614.1,2,0,"LINESTRING(6073.6003 55625.7011, 5961.5917 55584.4723)"
SEGMENTATION - MTA,613.1,2,0,"LINESTRING(6047.3638 55701.3136, 5933.9575 55664.1016)"
SEGMENTATION - MTA,612.1,2,0,"LINESTRING(6023.8378 55777.8129, 5909.1777 55744.6647)"
SEGMENTATION - MTA,611.1,2,0,"LINESTRING(6003.0521 55855.1017, 5887.2839 55826.0596)"
SEGMENTATION - MTA,610.1,2,0,"LINESTRING(5984.5997 55932.9896, 5863.7917 55907.2203)"
SEGMENTATION - MTA,609.3,2,0,"LINESTRING(5857.8161 55940.7965, 5916.7031 56035.4239)"
SEGMENTATION - MTA,608.1,2,0,"LINESTRING(5836.1440 55926.6090, 5779.6076 56027.6414)"
SEGMENTATION - MTA,607.1,2,0,"LINESTRING(5712.0923 55991.5969, 5768.5557 55881.6797)"
SEGMENTATION - MTA,606.1,2,0,"LINESTRING(5691.3622 55848.6153, 5640.6426 55956.6572)"
SEGMENTATION - MTA,605.2,3,0,"LINESTRING(5651.4230 55830.3574, 5648.6231 55834.9476, 5570.3663 55930.2531)"
SEGMENTATION - MTA,605.3,2,0,"LINESTRING(5569.3804 55924.8575, 5616.2190 55815.0764)"
SEGMENTATION - MTA,605.1,2,0,"LINESTRING(5562.3107 55889.2110, 5582.7380 55801.4698)"
SEGMENTATION - MTA,604.1,2,0,"LINESTRING(5491.9248 55893.5740, 5534.8216 55782.1963)"
SEGMENTATION - MTA,603.1,2,0,"LINESTRING(5400.1997 55756.5031, 5427.3359 55866.8080)"
SEGMENTATION - MTA,602.2,3,0,"LINESTRING(5372.2142 55894.9839, 5339.0764 55797.4348, 5335.9460 55791.0362)"
SEGMENTATION - MTA,602.3,2,0,"LINESTRING(5299.8909 55820.8955, 5379.3255 55896.0622)"
SEGMENTATION - MTA,602.1,3,0,"LINESTRING(5342.3075 55894.1669, 5270.4366 55865.5617, 5264.7972 55862.6387)"
SEGMENTATION - MTA,601.1,2,0,"LINESTRING(5353.6111 55961.6906, 5236.1637 55944.2187)"
SEGMENTATION - MTA,607.1C,3,0,"LINESTRING(5774.8294 55869.4667, 5781.1031 55857.2537, 5784.0049 55852.3098)"
SEGMENTATION - MTA,608-609-610,2,0,"LINESTRING(5810.1167 55893.8897, 5801.5557 55889.4657)"
SEGMENTATION - MTA,608-609,4,0,"LINESTRING(5840.6172 55913.9770, 5836.1817 55909.2935, 5825.6709 55901.9275, 5817.8896 55897.9064)"
SEGMENTATION - MTA,608.1C,3,0,"LINESTRING(5853.1968 55895.0977, 5850.2781 55901.3509, 5843.2110 55913.9800)"
SEGMENTATION - MTA,609.2,2,0,"LINESTRING(5851.8218 55903.9611, 5854.4151 55933.9232)"
SEGMENTATION - MTA,610-609-608,2,0,"LINESTRING(5860.9088 55863.0212, 5855.1707 55888.4737)"
SEGMENTATION - MTA,609.1,2,0,"LINESTRING(5851.2500 55930.0638, 5843.6006 55917.9941)"
SEGMENTATION - MTA,670.1,2,0,"LINESTRING(5633.0608 55666.2543, 5590.1633 55771.7612)"
SEGMENTATION - MTA,671.1,2,0,"LINESTRING(5660.7633 55801.7223, 5707.0161 55697.6427)"
SEGMENTATION - MTA,672.1,2,0,"LINESTRING(5737.9553 55757.3347, 5792.7337 55825.5665)"
SEGMENTATION - MTA,673.1,2,0,"LINESTRING(5827.6943 55797.0837, 5773.1181 55729.1051)"
SEGMENTATION - MTA,674.1,2,0,"LINESTRING(5882.8356 55461.1876, 5964.3368 55494.3772)"
SEGMENTATION - MTA,675.1,2,0,"LINESTRING(5906.9201 55421.5905, 5981.4419 55453.5556)"
SEGMENTATION - MTA,625-626,3,0,"LINESTRING(6246.8681 55983.7630, 6251.2825 55963.7295, 6257.4839 55937.1205)"
SEGMENTATION - MTA,626.1,2,0,"LINESTRING(6244.0423 55997.1357, 6245.4426 55990.4520)"
SEGMENTATION - MTA,626.1,2,0,"LINESTRING(6239.6303 56006.6426, 6244.0416 55997.1391)"
SEGMENTATION - MTA,626.2,3,0,"LINESTRING(6248.0683 56005.7715, 6257.7074 55998.0301, 6262.6557 55994.9955)"
SEGMENTATION - MTA,625-626-627,2,0,"LINESTRING(6268.2273 55993.2926, 6309.9668 55985.6426)"
SEGMENTATION - MTA,625.3,2,0,"LINESTRING(6124.8531 55962.9067, 6238.8429 55987.2217)"
SEGMENTATION - MTA,624.1,2,0,"LINESTRING(6141.7342 55889.8922, 6249.0733 55916.8197)"
SEGMENTATION - MTA,632.2C,4,0,"LINESTRING(6647.4661 55799.8466, 6648.9842 55785.9658, 6648.2691 55778.7726, 6645.8583 55771.0924)"
SEGMENTATION - MTA,632.3C,2,0,"LINESTRING(6668.2983 55801.5272, 6665.1380 55785.2929)"
SEGMENTATION - MTA,692.1,2,0,"LINESTRING(6173.5724 56812.2657, 6089.7507 56786.5574)"
SEGMENTATION - MTA,691.1,2,0,"LINESTRING(6186.4804 56768.6226, 6102.2010 56744.4586)"
SEGMENTATION - MTA,690.1,2,0,"LINESTRING(6198.5883 56724.7509, 6113.5664 56702.0510)"
SEGMENTATION - MTA,689.1,2,0,"LINESTRING(6352.0164 56521.0980, 6332.2116 56404.7176)"
SEGMENTATION - MTA,688.1,2,0,"LINESTRING(6435.2208 56501.0299, 6412.2957 56389.4226)"
SEGMENTATION - MTA,687.1,2,0,"LINESTRING(6512.7779 56483.8803, 6486.3323 56373.0543)"
SEGMENTATION - MTA,686.1,2,0,"LINESTRING(6589.7534 56464.2847, 6559.8135 56354.3511)"
SEGMENTATION - MTA,685.1,2,0,"LINESTRING(6661.8429 56416.2422, 6635.4037 56332.5077)"
SEGMENTATION - MTA,625.2,2,0,"LINESTRING(6251.6246 55989.9481, 6254.5586 55990.5739)"
SEGMENTATION - MTA,STB-K3.1,2,0,"LINESTRING(6184.2237 56628.0498, 6209.9569 56607.3905)"
SEGMENTATION - MTA,STB-K.3,2,0,"LINESTRING(6280.7016 56414.5686, 6275.6348 56381.9599)"
SEGMENTATION - MTA,STB-L4.3,2,0,"LINESTRING(6454.7823 55594.1929, 6479.1978 55624.6048)"
SEGMENTATION - MTA,STB-L2.1,2,0,"LINESTRING(6425.4341 55851.0372, 6438.1499 55871.3917)"
SEGMENTATION - MTA,STB-M.4,2,0,"LINESTRING(5896.2699 55669.3974, 5933.4079 55681.3041)"
SEGMENTATION - MTA,STB-M.2,2,0,"LINESTRING(5521.3146 55785.0972, 5537.3624 55743.0530)"
SEGMENTATION - MTA,STB-M3.2,2,0,"LINESTRING(5838.4268 55702.1534, 5859.4812 55685.2504)"
SEGMENTATION - MTA,TEM.1,6,0,"LINESTRING(5792.3429 57139.2381, 5779.7152 57096.6346, 5783.1259 56988.7944, 5766.2075 56970.7650, 5768.0253 56913.0439, 5771.0314 56861.0034)"
SEGMENTATION - MTA,TEM.1,7,0,"LINESTRING(5829.0776 57103.0203, 5828.2426 57077.3975, 5840.9781 57055.1483, 5876.5918 57020.2889, 5915.4886 56994.8934, 5942.8043 56985.4270, 5967.6374 56991.7807)"
SEGMENTATION - MTA,TEM.1,6,0,"LINESTRING(6006.8470 56960.3029, 6019.6281 56911.5655, 6067.4760 56848.0796, 6080.1318 56817.7822, 6088.8653 56813.3568, 6146.3062 56831.8835)"
SEGMENTATION - MTA,TEM.1,2,0,"LINESTRING(6185.7509 56702.6929, 6151.9761 56693.6793)"
SEGMENTATION - MTA,TEM.1,7,0,"LINESTRING(6272.3553 56740.8897, 6257.6594 56711.4218, 6245.3912 56693.0864, 6180.9479 56631.8051, 6144.4112 56638.4206, 6127.9084 56672.3849, 6132.4636 56682.2242)"
SEGMENTATION - MTA,TEM.1,15,0,"LINESTRING(6310.4373 56710.3164, 6284.8426 56689.5983, 6269.4520 56673.5107, 6241.9015 56639.1939, 6214.7581 56604.4613, 6199.2615 56580.7170, 6180.4916 56551.9572, 6172.9218 56528.8518, 6177.5073 56505.8729, 6200.9341 56506.3627, 6221.8571 56518.7478, 6245.8799 56543.2905, 6269.8339 56567.7629, 6321.2606 56631.8200, 6348.4332 56679.9417)"
SEGMENTATION - MTA,TEM.1,9,0,"LINESTRING(6386.4670 56649.2776, 6360.8723 56628.5596, 6345.4817 56612.4720, 6294.0135 56548.3633, 6275.5852 56519.5156, 6244.1266 56465.8837, 6254.1897 56434.6394, 6290.6968 56418.4612, 6300.4493 56423.7828)"
SEGMENTATION - MTA,TEM.1,2,0,"LINESTRING(6295.1475 56486.5074, 6289.2592 56447.1573)"
SEGMENTATION - MTA,TEM.1,8,0,"LINESTRING(6681.2848 56389.9359, 6671.9694 56360.6782, 6668.9123 56346.3289, 6673.5246 56337.3084, 6686.3575 56333.2588, 6706.8046 56337.1121, 6723.6191 56350.7376, 6731.2131 56365.9649)"
SEGMENTATION - MTA,TEM.1,6,0,"LINESTRING(6768.1182 56337.4801, 6777.7519 56283.8448, 6826.7670 56235.8680, 6848.2854 56218.5925, 6905.7227 56181.1064, 6960.1724 56183.2938)"
SEGMENTATION - MTA,TEM.1,6,0,"LINESTRING(6996.5116 56154.1197, 7006.1452 56100.4844, 7055.1221 56052.5384, 7168.2296 55961.7326, 7186.7357 55949.3494, 7216.2035 55934.6536)"
SEGMENTATION - MTA,TEM.1,7,0,"LINESTRING(7185.6309 55896.5724, 7164.9129 55922.1670, 7148.8224 55937.5590, 7035.7149 56028.3648, 7007.0759 56047.0501, 6978.3159 56065.8202, 6919.0404 56059.3373)"
SEGMENTATION - MTA,TEM.2,10,0,"LINESTRING(6895.0177 56034.7946, 6871.0637 56010.3222, 6711.1390 55811.1203, 6692.4228 55782.4429, 6673.6529 55753.6831, 6680.1357 55694.4076, 6729.1508 55646.4309, 6842.2201 55555.6558, 6860.7262 55543.2726, 6890.1940 55528.5768)"
SEGMENTATION - MTA,TEM.2,13,0,"LINESTRING(6859.6214 55490.4956, 6838.9034 55516.0903, 6822.8129 55531.4822, 6710.3276 55621.7884, 6652.3046 55659.7446, 6629.2031 55667.3131, 6606.2218 55662.7265, 6606.7119 55639.3008, 6619.0970 55618.3779, 6668.1121 55570.4011, 6781.1813 55479.6260, 6799.6874 55467.2429, 6829.1553 55452.5470)"
SEGMENTATION - MTA,TEM.2,12,1,"POLYGON((6537.9514 55864.0528, 6497.3245 55896.6692, 6446.8574 55926.0404, 6423.7889 55902.5009, 6435.5286 55883.2383, 6469.2004 55853.8459, 6506.0313 55824.2771, 6542.5947 55799.8419, 6579.2401 55775.3506, 6616.0427 55768.6580, 6601.5533 55803.1439, 6569.7208 55833.6286, 6537.9514 55864.0528))"
SEGMENTATION - MTA,TEM.2,11,1,"POLYGON((6487.8802 55801.6626, 6451.1272 55831.1640, 6413.9829 55852.8880, 6390.7897 55830.5113, 6402.4037 55805.5802, 6421.4730 55777.8781, 6452.3745 55744.8889, 6482.8586 55721.8576, 6519.1035 55698.7231, 6564.7586 55696.0147, 6551.5150 55740.7224, 6487.8802 55801.6626))"
SEGMENTATION - MTA,TEM.2,10,1,"POLYGON((6432.5358 55720.1796, 6397.9933 55748.7871, 6360.3015 55776.3806, 6340.4021 55757.9260, 6366.8848 55716.3759, 6405.5068 55678.7932, 6468.1549 55636.9048, 6504.9656 55630.2068, 6490.4762 55664.6927, 6460.2448 55693.6439, 6432.5358 55720.1796))"
SEGMENTATION - MTA,TEM.3,7,0,"LINESTRING(6324.1444 55329.0962, 6286.6046 55271.5765, 6293.0875 55212.3011, 6342.1026 55164.3243, 6455.1718 55073.5492, 6473.6779 55061.1661, 6503.1457 55046.4702)"
SEGMENTATION - MTA,TEM.2,9,0,"LINESTRING(6798.5826 55414.4658, 6777.8646 55440.0605, 6761.7741 55455.4525, 6648.7049 55546.2276, 6620.0274 55564.9437, 6591.2676 55583.7137, 6531.9922 55577.2308, 6484.0154 55528.2157, 6355.9031 55368.6393)"
SEGMENTATION - MTA,TEM.1,2,0,"LINESTRING(6274.9095 55441.1571, 6284.4298 55433.6763)"
SEGMENTATION - MTA,TEM.3,2,0,"LINESTRING(6247.7525 55336.9559, 6273.0757 55368.4985)"
SEGMENTATION - MTA,TEM.3,7,0,"LINESTRING(6472.5731 55008.3891, 6451.8551 55033.9837, 6435.7646 55049.3757, 6398.0944 55079.6183, 6279.2452 55175.0337, 6221.8079 55212.5199, 6167.3583 55210.3324)"
SEGMENTATION - MTA,TEM.3,9,0,"LINESTRING(5932.5474 55407.8389, 5983.6631 55429.6708, 5992.8627 55426.1304, 6002.7221 55404.2547, 6017.7669 55384.9236, 6067.4498 55345.0740, 6094.3909 55319.1336, 6121.3972 55293.1304, 6131.0258 55239.5211)"
SEGMENTATION - MTA,TEM.3,7,0,"LINESTRING(5826.3400 55470.6984, 5852.0548 55510.0993, 5896.5578 55547.0563, 5928.8067 55542.5002, 5941.7726 55523.4281, 5938.5900 55512.9957, 5890.9997 55493.8205)"
SEGMENTATION - MTA,TEM.3,12,0,"LINESTRING(5792.8485 55497.5862, 5811.5077 55516.6493, 5835.4620 55541.1220, 5852.4936 55562.3366, 5889.9797 55619.7738, 5896.5813 55655.2901, 5892.3058 55667.1721, 5881.2113 55688.6209, 5869.5351 55689.7869, 5808.0856 55613.2456, 5783.6058 55582.7536, 5750.3102 55531.7371)"
SEGMENTATION - MTA,TEM.3,11,0,"LINESTRING(5716.8187 55558.6250, 5735.4783 55577.6884, 5759.4784 55602.2183, 5783.9121 55632.6527, 5808.3916 55663.1444, 5845.8566 55720.5951, 5851.0101 55761.3417, 5839.4291 55763.1566, 5829.0163 55750.1494, 5810.4545 55731.1280, 5784.4181 55698.6455)"
SEGMENTATION - MTA,TEM.3,8,0,"LINESTRING(5728.4567 55747.3203, 5714.2589 55777.9258, 5735.8666 55796.5144, 5755.2445 55809.8732, 5764.3303 55821.1904, 5756.9872 55832.3142, 5710.0752 55819.2004, 5704.8286 55811.0066)"
SEGMENTATION - MTA,TEM.3,9,0,"LINESTRING(5582.2765 55685.2498, 5574.4827 55706.2567, 5563.8308 55729.5436, 5557.9403 55734.2342, 5534.2898 55731.0983, 5513.4936 55714.9278, 5504.6713 55690.0915, 5510.6517 55664.3448, 5518.5952 55653.9521)"
SEGMENTATION - MTA,TEM.3,11,0,"LINESTRING(5316.1171 55996.6034, 5273.1788 55990.8190, 5257.3267 56005.5909, 5231.9716 56008.8628, 5204.9251 56011.1715, 5205.3647 55965.2142, 5245.0147 55839.0446, 5290.4305 55789.9873, 5334.1401 55754.8960, 5390.4418 55699.7870, 5396.9247 55640.5116)"
SEGMENTATION - MTA,TEM.2,4,0,"LINESTRING(6302.1617 55422.5863, 6302.2628 55422.5231, 6331.5531 55399.0081, 6332.6310 55389.1693)"
SEGMENTATION - MTA,TEM.3,6,0,"LINESTRING(6299.8480 55348.3504, 6275.9631 55323.9486, 6251.9404 55299.4059, 6211.1958 55285.8303, 6206.8531 55297.1925, 6215.9985 55310.7924)"
SEGMENTATION - MTA,610.1C,3,0,"LINESTRING(5851.1333 55900.4302, 5824.0409 55894.6511, 5817.6937 55892.8475)"
SEGMENTATION - MTA,L.40,2,0,"LINESTRING(6879.9454 56049.3332, 6862.3887 56027.4566)"
SEGMENTATION - MTA,L.5,2,0,"LINESTRING(6323.9027 55356.7394, 6268.0868 55287.2226)"
SEGMENTATION - MTA,C.58,2,0,"LINESTRING(5291.4839 55805.4312, 5293.7244 55803.4361)"
SEGMENTATION - MTA,K1.2,2,0,"LINESTRING(5807.4737 57051.5923, 5794.3286 57076.6682)"
SEGMENTATION - MTA,L.26,2,0,"LINESTRING(6633.2570 55742.0117, 6588.4133 55686.2070)"
SEGMENTATION - MTA,L3.3,2,0,"LINESTRING(6443.2278 55733.6321, 6512.4390 55678.0643)"
SEGMENTATION - MTA,L4.9,2,0,"LINESTRING(6393.1447 55671.2487, 6432.9939 55639.2566)"
SEGMENTATION - MTA,M.29,3,0,"LINESTRING(6026.8930 55400.4901, 6017.4182 55414.2656, 6009.3673 55432.5597)"
SEGMENTATION - MTA,K.6,2,0,"LINESTRING(6005.8574 56891.5511, 6066.4701 56802.7024)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(5848.2936 57089.1730, 5845.5939 57091.3404)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(5844.9139 57085.0341, 5842.7465 57082.3344)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6025.4352 56946.2041, 6022.7355 56948.3715)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6026.4698 56935.4259, 6023.8990 56933.1072)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6160.7296 56652.5457, 6157.3712 56651.7052)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6234.8552 56597.5323, 6232.1556 56599.6997)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6578.7618 55805.6633, 6575.6565 55804.1325)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6587.1347 55788.9123, 6589.8344 55786.7450)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6572.5721 55800.1488, 6571.7487 55796.7861)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6500.2858 55515.9388, 6497.5861 55518.1062)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(6303.7299 55254.7811, 6301.0302 55256.9484)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5386.7157 55663.6363, 5384.0161 55665.8036)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6265.5491 56461.8643, 6262.8495 56464.0316)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6261.5331 56454.1824, 6259.3658 56451.4827)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6280.8957 56437.8991, 6281.4059 56441.3233)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6677.3747 56354.6114, 6676.3457 56351.3059)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6784.8742 56321.5915, 6782.1745 56323.7589)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6786.6890 56303.4037, 6784.1182 56301.0850)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6916.6902 56197.9311, 6914.5229 56195.2314)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(7012.9423 56134.1705, 7010.2427 56136.3379)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6959.4190 56054.8418, 6957.2516 56052.1421)"
SEGMENTATION - MTA,SIG-13L.1,2,0,"LINESTRING(6940.2230 56051.3406, 6937.5234 56053.5080)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6732.4162 55805.3267, 6729.7166 55807.4941)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6686.9573 55726.4711, 6684.2577 55728.6384)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6549.6821 55707.4783, 6546.9824 55709.6457)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6535.1145 55713.0425, 6532.9472 55710.3429)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6630.2244 55649.7337, 6627.5247 55651.9010)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6578.6109 55570.2940, 6576.4435 55567.5944)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6562.3410 55572.9127, 6559.6413 55575.0801)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(6222.1773 55304.7001, 6220.0099 55302.0005)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(6252.1918 55173.3037, 6250.0245 55170.6040)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(6198.5575 55203.7505, 6196.3901 55201.0509)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(6114.2409 55255.2482, 6116.9405 55253.0808)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(6117.6222 55268.7544, 6119.7895 55271.4540)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5915.5703 55525.2830, 5918.7830 55526.5730)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5840.3282 55581.0656, 5843.0278 55578.8983)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5875.3486 55636.8133, 5878.0483 55634.6460)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5838.4924 55741.7605, 5835.2668 55740.5031)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5526.3033 55680.2129, 5523.6037 55682.3803)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5820.9265 55719.7144, 5823.6262 55717.5470)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5388.7297 55673.6602, 5386.5623 55670.9606)"
SEGMENTATION - MTA,RHL.2,2,0,"LINESTRING(6096.3829 56868.6821, 6094.5724 56874.4024)"
SEGMENTATION - MTA,RHL.4,2,0,"LINESTRING(6614.6704 56380.5058, 6608.9118 56382.1905)"
SEGMENTATION - MTA,RHL.3,2,0,"LINESTRING(6610.5917 56267.8577, 6616.3503 56266.1730)"
SEGMENTATION - MTA,RHL.1,2,0,"LINESTRING(5996.6758 56821.6371, 5994.8653 56827.3574)"
SEGMENTATION - MTA,RHL.8,2,0,"LINESTRING(6053.4304 55307.2085, 6058.1091 55303.4521)"
SEGMENTATION - MTA,RHL.7,2,0,"LINESTRING(6108.6238 55401.4813, 6113.3025 55397.7249)"
SEGMENTATION - MTA,RHL.9,2,0,"LINESTRING(5537.3388 55700.7661, 5541.0952 55705.4448)"
SEGMENTATION - MTA,RHL.10,2,0,"LINESTRING(5466.6885 55794.3818, 5472.2907 55796.5301)"
SEGMENTATION - MTA,RHL.6,2,0,"LINESTRING(6284.8508 55389.7386, 6281.0945 55385.0599)"
SEGMENTATION - MTA,RHL.5,2,0,"LINESTRING(6376.7756 55335.2588, 6373.0193 55330.5802)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5457.7240 55608.5517, 5460.4236 55606.3843)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5467.9152 55604.8470, 5465.7478 55602.1473)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5835.6363 55745.9763, 5833.4690 55743.2767)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5755.4552 55816.4766, 5753.9399 55819.5894)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5760.8754 55817.1739, 5760.3335 55813.7545)"
SEGMENTATION - MTA,SIG-ATC.2,2,0,"LINESTRING(5877.3522 55645.9814, 5880.6811 55646.9318)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6484.3103 55649.6370, 6481.6107 55651.8044)"
SEGMENTATION - MTA,SIG-ATC.1,2,0,"LINESTRING(6475.7698 55656.1032, 6473.6024 55653.4035)"
