xref,seg_layer,label,x,y
SEGMENTATION-ZONE 1-2,E10.4,E10.4,7131.3942,53690.6176
SEGMENTATION-ZONE 1-2,E10.3,E10.3,7081.9072,53767.7391
SEGMENTATION-ZONE 1-2,E10.6,E10.6,7103.519,53712.0308
SEGMENTATION-ZONE 1-2,E10.7,E10.7,7126.7058,53652.675
SEGMENTATION-ZONE 1-2,E10.5,E10.5,7180.4894,53619.7694
SEGMENTATION-ZONE 1-2,201.3,201.3,6980.7174,53280.7339
SEGMENTATION-ZONE 1-2,202.3,202.3,7034.3802,53237.7243
SEGMENTATION-ZONE 1-2,203.3,203.3,7087.9839,53194.6877
SEGMENTATION-ZONE 1-2,204.3,204.3,7141.6342,53152.3472
SEGMENTATION-ZONE 1-2,205.3,205.3,7195.7085,53108.9347
SEGMENTATION-ZONE 1-2,206.3,206.3,7251.8713,53063.2787
SEGMENTATION-ZONE 1-2,207.3,207.3,7308.4455,53017.8962
SEGMENTATION-ZONE 1-2,208.3,208.3,7364.9561,52972.501
SEGMENTATION-ZONE 1-2,209.3,209.3,7421.4279,52927.7133
SEGMENTATION-ZONE 1-2,221.3,221.3,7478.0296,52881.7539
SEGMENTATION-ZONE 1-2,222.3,222.3,7544.3255,52828.5263
SEGMENTATION-ZONE 1-2,202.2,202.2,7063.3344,53287.5525
SEGMENTATION-ZONE 1-2,202.1,202.1,7087.4327,53268.2826
SEGMENTATION-ZONE 1-2,201.1,201.1,7034.8405,53311.2356
SEGMENTATION-ZONE 1-2,201.2,201.2,7016.5182,53345.0236
SEGMENTATION-ZONE 1-2,203.2,203.2,7116.9382,53244.5159
SEGMENTATION-ZONE 1-2,203.1,203.1,7141.0364,53225.246
SEGMENTATION-ZONE 1-2,204.2,204.2,7170.5885,53202.1754
SEGMENTATION-ZONE 1-2,204.1,204.1,7194.6867,53182.9055
SEGMENTATION-ZONE 1-2,205.2,205.2,7224.6627,53158.7629
SEGMENTATION-ZONE 1-2,205.1,205.1,7248.761,53139.493
SEGMENTATION-ZONE 1-2,206.2,206.2,7280.8255,53113.1069
SEGMENTATION-ZONE 1-2,206.1,206.1,7304.9238,53093.837
SEGMENTATION-ZONE 1-2,207.2,207.2,7337.3997,53067.7244
SEGMENTATION-ZONE 1-2,207.1,207.1,7361.498,53048.4545
SEGMENTATION-ZONE 1-2,208.2,208.2,7393.9104,53022.3292
SEGMENTATION-ZONE 1-2,208.1,208.1,7418.0086,53003.0593
SEGMENTATION-ZONE 1-2,209.2,209.2,7450.3821,52977.5416
SEGMENTATION-ZONE 1-2,209.1,209.1,7474.4804,52958.2716
SEGMENTATION-ZONE 1-2,221.2,221.2,7506.9838,52931.5821
SEGMENTATION-ZONE 1-2,221.1,221.1,7531.0821,52912.3122
SEGMENTATION-ZONE 1-2,222.2,222.2,7573.2798,52878.3546
SEGMENTATION-ZONE 1-2,222.1,222.1,7591.9943,52859.1752
SEGMENTATION-ZONE 1-2,508.1,508.1,6850.8767,53628.0978
SEGMENTATION-ZONE 1-2,508.2,508.2,6870.188,53612.5412
SEGMENTATION-ZONE 1-2,508.3,508.3,6917.6413,53658.033
SEGMENTATION-ZONE 1-2,509.1,509.1,6911.5564,53579.8953
SEGMENTATION-ZONE 1-2,509.2,509.2,6930.8677,53564.3387
SEGMENTATION-ZONE 1-2,509.3,509.3,6978.3209,53609.8305
SEGMENTATION-ZONE 1-2,510.1,510.1,6971.7253,53531.0379
SEGMENTATION-ZONE 1-2,510.2,510.2,6991.0366,53515.4812
SEGMENTATION-ZONE 1-2,510.3,510.3,7038.4898,53560.9731
SEGMENTATION-ZONE 1-2,511.1,511.1,7157.41,53382.0269
SEGMENTATION-ZONE 1-2,511.2,511.2,7176.7213,53366.4702
SEGMENTATION-ZONE 1-2,511.3,511.3,7224.1745,53411.9621
SEGMENTATION-ZONE 1-2,512.1,512.1,7217.7745,53333.4225
SEGMENTATION-ZONE 1-2,512.2,512.2,7237.0858,53317.8659
SEGMENTATION-ZONE 1-2,512.3,512.3,7270.5483,53374.5944
SEGMENTATION-ZONE 1-2,513.1,513.1,7278.1988,53284.8926
SEGMENTATION-ZONE 1-2,513.2,513.2,7297.51,53269.3359
SEGMENTATION-ZONE 1-2,513.3,513.3,7344.9633,53314.8277
SEGMENTATION-ZONE 1-2,514.1,514.1,7338.6834,53236.4378
SEGMENTATION-ZONE 1-2,514.2,514.2,7357.9947,53220.8811
SEGMENTATION-ZONE 1-2,514.3,514.3,7405.4479,53266.373
SEGMENTATION-ZONE 1-2,515.1,515.1,7399.1079,53187.9081
SEGMENTATION-ZONE 1-2,515.2,515.2,7418.4192,53172.3514
SEGMENTATION-ZONE 1-2,515.3,515.3,7465.8724,53217.8433
SEGMENTATION-ZONE 1-2,516.1,516.1,7459.5324,53139.3784
SEGMENTATION-ZONE 1-2,516.2,516.2,7478.8437,53123.8217
SEGMENTATION-ZONE 1-2,516.3,516.3,7526.2969,53169.3136
SEGMENTATION-ZONE 1-2,T.2,T.2,7045.5489,53338.2372
SEGMENTATION-ZONE 1-2,T.1,T.1,7049.2043,53366.7688
SEGMENTATION-ZONE 1-2,T.3,T.3,7055.099,53306.9905
SEGMENTATION-ZONE 1-2,T.4,T.4,7081.5659,53285.7403
SEGMENTATION-ZONE 1-2,T.5,T.5,7108.1079,53264.4299
SEGMENTATION-ZONE 1-2,T.6,T.6,7135.2749,53242.6177
SEGMENTATION-ZONE 1-2,204.4,204.4,7192.7147,53217.4988
SEGMENTATION-ZONE 1-2,T.7,T.7,7186.1503,53230.2037
SEGMENTATION-ZONE 1-2,T.8,T.8,7219.5254,53203.2126
SEGMENTATION-ZONE 1-2,T.22,T.22,7204.5033,53201.78
SEGMENTATION-ZONE 1-2,T.21,T.21,7252.3165,53164.0228
SEGMENTATION-ZONE 1-2,T.20,T.20,7307.6546,53119.3212
SEGMENTATION-ZONE 1-2,T.19,T.19,7363.1871,53074.9408
SEGMENTATION-ZONE 1-2,T.18,T.18,7422.621,53027.3668
SEGMENTATION-ZONE 1-2,T.25,T.25,7541.5139,52916.4507
SEGMENTATION-ZONE 1-2,T.26,T.26,7558.4459,52902.8561
SEGMENTATION-ZONE 1-2,T.22,T.23,7495.8576,52979.9821
SEGMENTATION-ZONE 1-2,T.23,T.24,7532.8068,52949.9817
SEGMENTATION-ZONE 1-2,T.27,T.27,7590.0996,52896.8664
SEGMENTATION-ZONE 1-2,T.28,T.28,7614.0687,52896.3453
SEGMENTATION-ZONE 1-2,F1.1,F1.1,7207.651,53241.0586
SEGMENTATION-ZONE 1-2,F1.3,F1.3,7225.6148,53226.9819
SEGMENTATION-ZONE 1-2,F1.2,F1.2,7222.6853,53269.6477
SEGMENTATION-ZONE 1-2,F1.4,F1.4,7249.4324,53247.4264
SEGMENTATION-ZONE 1-2,F1.5,F1.5,7204.0507,53302.6967
SEGMENTATION-ZONE 1-2,F1.6,F1.6,7244.9836,53269.8347
SEGMENTATION-ZONE 1-2,F1.7,F1.7,7303.4164,53222.9233
SEGMENTATION-ZONE 1-2,F1.9,F1.9,7370.522,53169.049
SEGMENTATION-ZONE 1-2,F1.10,F1.10,7428.9869,53122.1119
SEGMENTATION-ZONE 1-2,F1.11,F1.11,7484.5918,53077.4707
SEGMENTATION-ZONE 1-2,E14.1,E14.1,7517.4519,52988.6527
SEGMENTATION-ZONE 1-2,E14.2,E14.2,7536.409,52973.3812
SEGMENTATION-ZONE 1-2,E14.3,E14.3,7524.271,52994.5992
SEGMENTATION-ZONE 1-2,E14.11,E14.11,7535.1631,53018.5039
SEGMENTATION-ZONE 1-2,E14.12,E14.12,7562.0295,52998.6863
SEGMENTATION-ZONE 1-2,E14.4,E14.4,7544.9625,52985.3192
SEGMENTATION-ZONE 1-2,E14.5,E14.5,7558.3087,53037.8339
SEGMENTATION-ZONE 1-2,E14.6,E14.6,7587.3543,53073.1756
SEGMENTATION-ZONE 1-2,E14.14,E14.14,7606.9559,53097.5914
SEGMENTATION-ZONE 1-2,E14.15,E14.15,7628.1191,53123.9316
SEGMENTATION-ZONE 1-2,E14.16,E14.16,7677.4375,53185.3831
SEGMENTATION-ZONE 1-2,E14.17,E14.17,7728.4996,53248.986
SEGMENTATION-ZONE 1-2,F2.2,F2.2,7640.4312,52933.9631
SEGMENTATION-ZONE 1-2,F2.3,F2.3,7667.6513,52912.1487
SEGMENTATION-ZONE 1-2,F2.1,F2.1,7625.5229,52905.8006
SEGMENTATION-ZONE 1-2,E14.7,E14.7,7517.1836,53051.3051
SEGMENTATION-ZONE 1-2,E14.8,E14.8,7561.6449,53015.6103
SEGMENTATION-ZONE 1-2,E14.9,E14.9,7600.0552,52984.7735
SEGMENTATION-ZONE 1-2,F2.4,F2.4,7620.3391,52968.489
SEGMENTATION-ZONE 1-2,F2.5,F2.5,7662.1706,52934.9056
SEGMENTATION-ZONE 1-2,F2.6,F2.6,7724.4606,52884.8975
SEGMENTATION-ZONE 1-2,E14.10,E14.10,7561.005,53050.6014
SEGMENTATION-ZONE 1-2,E14.13,E14.13,7590.2678,53024.5666
SEGMENTATION-ZONE 1-2,E14.31,E14.31,7630.7294,53130.9831
SEGMENTATION-ZONE 1-2,E14.34,E14.34,7651.2426,53113.9302
SEGMENTATION-ZONE 1-2,E14.30,E14.30,7641.4374,53185.3348
SEGMENTATION-ZONE 1-2,E14.33,E14.33,7702.3817,53136.4759
SEGMENTATION-ZONE 1-2,E14.29,E14.29,7616.1672,53235.1096
SEGMENTATION-ZONE 1-2,E14.18,E14.18,7619.2007,53239.0185
SEGMENTATION-ZONE 1-2,E14.19,E14.19,7639.1858,53222.9739
SEGMENTATION-ZONE 1-2,E14.20,E14.20,7701.0168,53173.3343
SEGMENTATION-ZONE 1-2,E14.21,E14.21,7737.1087,53144.3587
SEGMENTATION-ZONE 1-2,E14.32,E14.32,7754.5512,53124.0112
SEGMENTATION-ZONE 1-2,E14.22,E14.22,7757.5847,53127.92
SEGMENTATION-ZONE 1-2,E14.28,E14.28,7687.4527,53215.8229
SEGMENTATION-ZONE 1-2,E14.35,E14.35,7721.8679,53188.7357
SEGMENTATION-ZONE 1-2,E14.23,E14.23,7805.3462,53089.5758
SEGMENTATION-ZONE 1-2,E14.24,E14.24,7886.2333,53024.6374
SEGMENTATION-ZONE 1-2,E14.25,E14.25,7973.9661,52954.2031
SEGMENTATION-ZONE 1-2,E14.26,E14.26,8061.6801,52883.784
SEGMENTATION-ZONE 1-2,E14.27,E14.27,8142.5796,52818.8356
SEGMENTATION-ZONE 1-2,E15.4,E15.4,8185.436,52784.4293
SEGMENTATION-ZONE 1-2,E15.5,E15.5,8248.0447,52744.4397
SEGMENTATION-ZONE 1-2,E15.3,E15.3,8202.2403,52739.8494
SEGMENTATION-ZONE 1-2,F3.5,F3.5,7802.2667,52822.4326
SEGMENTATION-ZONE 1-2,F3.6,F3.6,7856.3978,52778.9747
SEGMENTATION-ZONE 1-2,F3.7,F3.7,7904.36,52740.4693
SEGMENTATION-ZONE 1-2,F3.2,F3.2,7820.2025,52751.284
SEGMENTATION-ZONE 1-2,F3.1,F3.1,7773.2564,52692.7952
SEGMENTATION-ZONE 1-2,F4.1,F4.1,7869.9325,52615.1805
SEGMENTATION-ZONE 1-2,F4.2,F4.2,7916.8664,52673.6762
SEGMENTATION-ZONE 1-2,F5.2,F5.2,7952.7977,52650.4933
SEGMENTATION-ZONE 1-2,F5.1,F5.1,7844.072,52515.0294
SEGMENTATION-ZONE 1-2,F4.5,F4.5,7952.57,52701.7651
SEGMENTATION-ZONE 1-2,F4.6,F4.6,7970.113,52687.681
SEGMENTATION-ZONE 1-2,F5.6,F5.6,8001.1658,52678.8364
SEGMENTATION-ZONE 1-2,F5.7,F5.7,8050.1127,52666.5593
SEGMENTATION-ZONE 1-2,F5.8,F5.8,8135.0694,52692.3828
SEGMENTATION-ZONE 1-2,E15.2,E15.2,8247.1561,52735.9175
SEGMENTATION-ZONE 1-2,E15.1,E15.1,8177.1971,52708.7523
SEGMENTATION-ZONE 1-2,E15.7,E15.7,8342.6006,52756.2076
SEGMENTATION-ZONE 1-2,E14.8a,E14.8a,7588.9393,52993.6977
SEGMENTATION-ZONE 1-2,STB-E11.1,STB-E11.1,6725.8603,53609.6219
SEGMENTATION-ZONE 1-2,STB-E11.6,STB-E11.6,6961.0277,53756.389
SEGMENTATION-ZONE 1-2,STB-E13.5,STB-E13.5,7059.0392,53677.8099
SEGMENTATION-ZONE 1-2,STB-E11.2,STB-E11.2,6688.6818,53688.3252
SEGMENTATION-ZONE 1-2,STB-E11.3,STB-E11.3,6795.3358,53615.695
SEGMENTATION-ZONE 1-2,STB-E11.4,STB-E11.4,6795.113,53710.9566
SEGMENTATION-ZONE 1-2,STB-E11.5,STB-E11.5,6853.2212,53792.1472
SEGMENTATION-ZONE 1-2,STB-E12.1,STB-E12.1,6957.0484,53869.3077
SEGMENTATION-ZONE 1-2,STB-E10.1,STB-E10.1,7067.5521,53780.4559
SEGMENTATION-ZONE 1-2,E6.27,E6.27,6384.9754,54229.8882
SEGMENTATION-ZONE 1-2,E6.26,E6.26,6302.5114,54296.0925
SEGMENTATION-ZONE 1-2,STB-E13.2,STB-E13.2,6984.7716,53467.9287
SEGMENTATION-ZONE 1-2,STB-E13.1,STB-E13.1,7050.1284,53349.138
SEGMENTATION-ZONE 1-2,STB-E13.3,STB-E13.3,7106.0809,53363.427
SEGMENTATION-ZONE 1-2,STB-E13.4,STB-E13.4,7182.6307,53508.7048
SEGMENTATION-ZONE 1-2,STB-E13.6,STB-E13.6,7239.4796,53528.1344
SEGMENTATION-ZONE 1-2,STB-E13.7,STB-E13.7,7252.94,53660.9928
SEGMENTATION-ZONE 1-2,STB-F1.1,STB-F1.1,7220.374,53212.4868
SEGMENTATION-ZONE 1-2,STB-F1.2,STB-F1.2,7184.4343,53298.345
SEGMENTATION-ZONE 1-2,STB-E14.1,STB-E14.1,7541.1567,52955.1086
SEGMENTATION-ZONE 1-2,STB-F2.1,STB-F2.1,7635.8179,52879.0826
SEGMENTATION-ZONE 1-2,STB-E14.2,STB-E14.2,7497.8716,53048.2429
SEGMENTATION-ZONE 1-2,STB-E14.3,STB-E14.3,7603.1207,52964.6553
SEGMENTATION-ZONE 1-2,STB-F2.2,STB-F2.2,7750.5219,52852.8635
SEGMENTATION-ZONE 1-2,STB-E14.4,STB-E14.4,7601.729,53067.2789
SEGMENTATION-ZONE 1-2,STB-E14.5,STB-E14.5,7677.3933,53122.5046
SEGMENTATION-ZONE 1-2,STB-E14.6,STB-E14.6,7623.4275,53216.9597
SEGMENTATION-ZONE 1-2,STB-E14.7,STB-E14.7,7737.1312,53125.71
SEGMENTATION-ZONE 1-2,STB-E14.8,STB-E14.8,7740.8134,53269.3628
SEGMENTATION-ZONE 1-2,STB-F3.1,STB-F3.1,7799.8621,52708.3533
SEGMENTATION-ZONE 1-2,STB-F4.1,STB-F4.1,7896.5824,52630.8689
SEGMENTATION-ZONE 1-2,STB-F5.1,STB-F5.1,7929.7213,52604.247
SEGMENTATION-ZONE 1-2,STB-E15.1,STB-E15.1,8174.0869,52686.2333
SEGMENTATION-ZONE 1-2,STB-E15.2,STB-E15.2,8172.2845,52780.1756
SEGMENTATION-ZONE 1-2,STB-E15.3,STB-E15.3,8338.4191,52789.2521
SEGMENTATION-ZONE 1-2,F2.5a,F2.5C,7627.3976,52977.2811
SEGMENTATION-ZONE 1-2,E13.6a,E13.6C,7114.7629,53388.9513
SEGMENTATION-ZONE 1-2,E3.24a,E3.24C,5345.1255,55077.1547
SEGMENTATION-ZONE 1-2,E4N.7a,E4N.7C,5590.2262,54773.6385
SEGMENTATION-ZONE 1-2,E4N.9a,E4N.9C,5630.8554,54755.2853
SEGMENTATION-ZONE 1-2,E4N.19a,E4N.19C,5381.3166,54955.6552
SEGMENTATION-ZONE 1-2,F5.8a,F5.8C,8108.0589,52663.7427
SEGMENTATION-ZONE 1-2,F1.7a,F1.7C,7300.5394,53239.48
SEGMENTATION-ZONE 1-2,E4S.3,E4S.3,5185.8262,54896.2546
SEGMENTATION-ZONE 1-2,E4S.5,E4S.5,5223.1453,54866.2975
SEGMENTATION-ZONE 1-2,E4S.7,E4S.7,5264.062,54833.4262
SEGMENTATION-ZONE 1-2,E4S.9,E4S.9,5301.8132,54803.1167
SEGMENTATION-ZONE 1-2,E4S.11,E4S.11,5342.9347,54770.1012
SEGMENTATION-ZONE 1-2,E4S.13,E4S.13,5383.8484,54737.261
SEGMENTATION-ZONE 1-2,E4S.15,E4S.15,5419.3592,54708.7567
SEGMENTATION-ZONE 1-2,E4S.17,E4S.17,5454.3201,54680.6875
SEGMENTATION-ZONE 1-2,E4S.19,E4S.19,5490.3424,54651.7623
SEGMENTATION-ZONE 1-2,E4S.21,E4S.21,5536.5947,54614.6421
SEGMENTATION-ZONE 1-2,E4S.22,E4S.22,5559.3855,54596.345
SEGMENTATION-ZONE 1-2,TEPA.1,TEPA.1,4653.569,55670.8172
SEGMENTATION-ZONE 1-2,TEPA.1,TEPA.1,4259.5249,55771.6107
SEGMENTATION-ZONE 1-2,TEPA.1,TEPA.1,4473.414,55678.9318
SEGMENTATION-ZONE 1-2,TEPA.1,TEPA.1,4520.058,55642.0617
SEGMENTATION-ZONE 1-2,TEPA.1,TEPA.1,4878.9117,55489.9059
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,4993.3497,55327.8888
SEGMENTATION-ZONE 1-2,TEPA.1,TEPA.1,4875.092,55334.8552
SEGMENTATION-ZONE 1-2,TEPA.1,TEPA.1,4914.6851,55190.2166
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5083.0168,55081.5706
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5148.0174,55131.8068
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,4987.9944,55071.851
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5194.197,55112.7928
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5266.8218,55172.5736
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5206.0523,55232.0155
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5368.4126,55021.4497
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5419.2688,54981.1565
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5606.4066,54831.8915
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5667.1641,54781.1785
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5748.6766,54794.0194
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,6197.4748,54443.0085
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,6255.2213,54396.6481
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,6307.5888,54307.2434
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6416.8285,54336.0274
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6412.1143,54289.9564
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,6446.3642,54109.5098
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6536.4457,54190.1398
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6581.0758,54205.7975
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,6603.2839,54081.0312
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,6946.7673,53912.2105
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,6942.7851,53865.1319
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7065.9208,53766.2752
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7110.2274,53780.9837
SEGMENTATION-ZONE 1-2,TE3.2,TE3.2,7106.343,53664.8015
SEGMENTATION-ZONE 1-2,TE3.2,TE3.2,7211.3555,53641.2891
SEGMENTATION-ZONE 1-2,TE3.2,TE3.2,7264.2261,53598.8431
SEGMENTATION-ZONE 1-2,TE3.2,TE3.2,7212.5307,53524.7758
SEGMENTATION-ZONE 1-2,TE3.2,TE3.2,7680.7031,53245.0834
SEGMENTATION-ZONE 1-2,TE3.2,TE3.2,8299.685,52782.6589
SEGMENTATION-ZONE 1-2,TE3.2,TE3.2,8336.5639,52737.1175
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,8107.6819,52485.4094
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,8108.2448,52262.7015
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,8057.7031,52481.1643
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7755.6166,52424.9044
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7992.7567,52646.2104
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7959.4648,52676.6751
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7929.862,52700.9977
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7861.9481,52755.9366
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7832.3114,52779.9486
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7760.0675,52675.8717
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7778.2924,52661.0228
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7678.1682,52886.6518
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7597.6046,52795.4772
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7574.3433,52966.6846
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7605.0051,52927.7423
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7503.1329,53013.9374
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,6967.5408,53336.6546
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,6810.07,53678.3529
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,6757.9013,53573.8266
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,6789.4235,53496.1007
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,6398.9963,54027.4793
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,6204.3791,54083.4221
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,6082.178,54149.2671
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,6172.1111,54044.5885
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,6314.4491,53965.3248
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,6143.3682,54229.6533
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,6067.5579,54282.8359
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5878.4803,54406.3163
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5692.9203,54584.8682
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5924.6868,54306.93
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5848.1594,54335.0506
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5914.5385,54249.6608
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5996.3278,54223.4563
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5707.5539,54481.0182
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5667.985,54684.0318
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5601.3429,54593.9664
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5304.3312,54771.1127
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5142.3235,54901.1769
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5457.9028,54647.8212
SEGMENTATION-ZONE 1-2,TE2.2,TE2.2,5677.8451,54737.1336
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5107.5113,54999.6199
SEGMENTATION-ZONE 1-2,TE2.3,TE2.3,5160.6338,54972.2742
SEGMENTATION-ZONE 1-2,TE3.2,TE3.2,6821.6169,53895.5817
SEGMENTATION-ZONE 1-2,TE3.3,TE3.3,7860.3365,52596.9967
SEGMENTATION-ZONE 1-2,E4N.1,E4N.1,5374.8615,54944.6076
SEGMENTATION-ZONE 1-2,E4N.2,E4N.2,5395.9499,54928.933
SEGMENTATION-ZONE 1-2,E4N.3,E4N.3,5430.2709,54901.4059
SEGMENTATION-ZONE 1-2,E4N.4,E4N.4,5465.3928,54872.7374
SEGMENTATION-ZONE 1-2,E4N.5,E4N.5,5499.7547,54845.0266
SEGMENTATION-ZONE 1-2,E4N.6,E4N.6,5537.0436,54816.0567
SEGMENTATION-ZONE 1-2,E4N.7,E4N.7,5573.8826,54786.8753
SEGMENTATION-ZONE 1-2,E4N.8,E4N.8,5605.9855,54759.7952
SEGMENTATION-ZONE 1-2,E4N.10,E4N.10,5646.6707,54727.8187
SEGMENTATION-ZONE 1-2,E4N.11,E4N.11,5666.2979,54726.8539
SEGMENTATION-ZONE 1-2,E4N.12,E4N.12,5646.3015,54742.963
SEGMENTATION-ZONE 1-2,E4N.13,E4N.13,5611.5882,54770.7901
SEGMENTATION-ZONE 1-2,E4N.14,E4N.14,5576.1623,54799.2331
SEGMENTATION-ZONE 1-2,E4N.15,E4N.15,5542.1555,54826.519
SEGMENTATION-ZONE 1-2,E4N.16,E4N.16,5506.5435,54855.1444
SEGMENTATION-ZONE 1-2,E4N.17,E4N.17,5468.6535,54885.408
SEGMENTATION-ZONE 1-2,E4N.18,E4N.18,5430.4118,54916.4197
SEGMENTATION-ZONE 1-2,E4N.19,E4N.19,5398.4932,54941.7595
SEGMENTATION-ZONE 1-2,E4.13,E4.13,5689.1713,54708.3801
SEGMENTATION-ZONE 1-2,F1.8,F1.8,7335.45,53197.2058
SEGMENTATION-ZONE 1-2,T.9,T.9,7196.0584,53193.5264
SEGMENTATION-ZONE 1-2,T.10,T.10,7245.2683,53154.2439
SEGMENTATION-ZONE 1-2,T.11,T.11,7301.6951,53109.0398
SEGMENTATION-ZONE 1-2,T.12,T.12,7358.6741,53063.3529
SEGMENTATION-ZONE 1-2,T.13,T.13,7413.066,53019.4504
SEGMENTATION-ZONE 1-2,T.14,T.14,7462.8251,52979.1256
SEGMENTATION-ZONE 1-2,T.15,T.15,7520.8859,52933.294
SEGMENTATION-ZONE 1-2,T.16,T.16,7519.6247,52949.1527
SEGMENTATION-ZONE 1-2,T.17a,T.17a,7455.0487,53001.4353
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5056.1991,55373.3968
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5137.9131,55307.7946
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5214.4391,55246.3574
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5283.2122,55191.1446
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5785.9988,54837.9858
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5850.9864,54785.744
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,6228.0106,54481.0161
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,6289.2239,54427.8009
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7231.2794,53674.5116
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7295.6705,53626.1706
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7717.5383,53286.2742
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7783.4923,53231.9857
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,8315.5596,52804.1224
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,8382.5835,52750.8553
SEGMENTATION-ZONE 1-2,SIG2.2,SIG2.2,4927.0281,55359.8592
SEGMENTATION-ZONE 1-2,SIG2.2,SIG2.2,4991.4398,55299.8886
SEGMENTATION-ZONE 1-2,SIG2.2,SIG2.2,5122.9024,55207.5245
SEGMENTATION-ZONE 1-2,SIG2.2,SIG2.2,5147.1535,55159.2307
SEGMENTATION-ZONE 1-2,SIG2.3,SIG2.3,5086.4292,55102.252
