xref,seg_layer,label,x,y
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8098.9862,53607.1228
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8046.4701,53539.2827
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7675.6611,53828.5432
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7744.3668,53910.9487
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7920.6187,53863.7666
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7984.2639,53925.501
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7686.3679,53967.7601
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7616.7438,53879.1392
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7184.6514,54344.4812
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7121.653,54273.7059
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7062.5055,54324.0428
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,7116.2643,54397.8021
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6544.2936,54746.779
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6601.6488,54804.1314
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6522.8808,54867.3717
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6426.659,54937.075
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6392.7009,54852.7015
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6472.8353,54811.4823
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6170.0975,55145.4761
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6093.5263,55093.1151
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6032.122,55148.9421
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,6076.5497,55225.3507
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5763.4636,55366.2643
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5825.1921,55427.549
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5749.4317,55488.7318
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5675.1671,55548.3338
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5702.5539,55429.6686
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5606.0654,55522.7651
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5552.4831,55539.0949
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5593.2569,55474.7836
SEGMENTATION-ZONE 1-2,TE2.5,TE2.5,5461.0908,55586.3031
SEGMENTATION-ZONE 1-2,RGL-2.1,RGL-2.1,5115.7253,55326.535
SEGMENTATION-ZONE 1-2,RGL-2.2,RGL-2.2,5228.697,55235.8332
SEGMENTATION-ZONE 1-2,RGL-2.1,RGL-2.1,5264.2315,55207.3034
SEGMENTATION-ZONE 1-2,RGL-2.2,RGL-2.2,5808.1964,54832.1829
SEGMENTATION-ZONE 1-2,RGL-2.1,RGL-2.1,5841.1469,54806.0542
SEGMENTATION-ZONE 1-2,RGL-2.2,RGL-2.2,6247.865,54478.0711
SEGMENTATION-ZONE 1-2,RGL-2.1,RGL-2.1,6274.9768,54445.8363
SEGMENTATION-ZONE 1-2,RGL-2.2,RGL-2.2,6426.1005,54335.9583
SEGMENTATION-ZONE 1-2,RGL-2.1,RGL-2.1,6441.3046,54283.191
SEGMENTATION-ZONE 1-2,RGL-2.2,RGL-2.2,6527.0564,54220.7827
SEGMENTATION-ZONE 1-2,RGL-2.1,RGL-2.1,6574.4484,54226.1268
SEGMENTATION-ZONE 1-2,RGL-3.1,RGL-3.1,6968.461,53857.4902
SEGMENTATION-ZONE 1-2,RGL-3.2,RGL-3.2,7053.9363,53786.826
SEGMENTATION-ZONE 1-2,RGL-3.1,RGL-3.1,7102.134,53802.4816
SEGMENTATION-ZONE 1-2,RGL-3.1,RGL-3.1,7280.7808,53639.668
SEGMENTATION-ZONE 1-2,RGL-3.2,RGL-3.2,7741.742,53281.0833
SEGMENTATION-ZONE 1-2,RGL-3.1,RGL-3.1,7768.6773,53247.9492
SEGMENTATION-ZONE 1-2,RGL-3.2,RGL-3.2,8340.7224,52799.2985
SEGMENTATION-ZONE 1-2,RGL-3.1,RGL-3.1,8371.9151,52763.6259
SEGMENTATION-ZONE 1-2,RGL-5.1,RGL-5.1,8627.8245,53076.3776
SEGMENTATION-ZONE 1-2,RGL-5.2,RGL-5.2,8580.8546,53114.0886
SEGMENTATION-ZONE 1-2,RGL-5.1,RGL-5.1,8535.2682,53152.0914
SEGMENTATION-ZONE 1-2,RGL-5.2,RGL-5.2,8482.4357,53195.8585
SEGMENTATION-ZONE 1-2,RGL-5.2,RGL-5.2,7917.4461,53529.3586
SEGMENTATION-ZONE 1-2,RGL-5.2,RGL-5.2,7809.3427,53632.4558
SEGMENTATION-ZONE 1-2,RGL-5.1,RGL-5.1,7460.1369,53862.1228
SEGMENTATION-ZONE 1-2,RGL-5.2,RGL-5.2,7460.468,53914.5156
SEGMENTATION-ZONE 1-2,RGL-2.4,RGL-2.4,6554.7883,54589.7321
SEGMENTATION-ZONE 1-2,RGL-2.3,RGL-2.3,6470.8368,54679.5065
SEGMENTATION-ZONE 1-2,RGL-2.3,RGL-2.3,6167.5639,54950.6508
SEGMENTATION-ZONE 1-2,RGL-2.4,RGL-2.4,6114.6231,54948.7916
SEGMENTATION-ZONE 1-2,RGL-2.3,RGL-2.3,6020.7538,55029.9749
SEGMENTATION-ZONE 1-2,RGL-2.4,RGL-2.4,5985.1007,55069.064
SEGMENTATION-ZONE 1-2,RGL-2.3,RGL-2.3,5634.5385,55362.897
SEGMENTATION-ZONE 1-2,RGL-2.4,RGL-2.4,5572.8776,55410.572
SEGMENTATION-ZONE 1-2,RGL-2.3,RGL-2.3,5495.6197,55473.0448
SEGMENTATION-ZONE 1-2,RGL-2.4,RGL-2.4,5437.5179,55520.5154
SEGMENTATION-ZONE 1-2,RGL-2.3,RGL-2.3,5400.7056,55549.9756
SEGMENTATION-ZONE 1-2,RGL-2.4,RGL-2.4,5357.6144,55584.3822
SEGMENTATION-ZONE 1-2,D1.7,D1.7,5415.7181,55642.4106
SEGMENTATION-ZONE 1-2,D11.2a,D11.2a,8532.6059,53020.5588
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5251.8868,55371.7739
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5290.6967,55363.8161
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5282.4412,55335.0169
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5413.9737,55271.7964
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5788.054,54968.8152
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5825.6173,54896.6964
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5960.3998,54833.0226
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,6248.6499,54601.4977
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,6271.8549,54540.1278
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,6517.3483,54396.3079
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,6838.554,54123.6149
SEGMENTATION-ZONE 1-2,SIG2.2,SIG2.2,6429.9634,54349.1613
SEGMENTATION-ZONE 1-2,SIG2.2,SIG2.2,6433.3668,54271.5677
SEGMENTATION-ZONE 1-2,SIG2.2,SIG2.2,6511.4525,54211.7148
SEGMENTATION-ZONE 1-2,SIG2.2,SIG2.2,6588.3946,54226.489
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,6961.3417,53922.8679
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,6962.9485,53845.0827
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7138.5854,53899.8384
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7119.6682,53798.9597
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7136.2761,53758.382
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7041.5919,53782.0335
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7424.2674,53658.5744
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7725.5478,53422.8953
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7749.892,53336.7737
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,7896.9909,53284.8987
SEGMENTATION-ZONE 1-2,SIG3.1,SIG3.1,8304.8673,52953.3392
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8441.7501,52984.663
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8443.3339,53013.292
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8586.9881,52988.8508
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8476.0751,53064.4438
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8505.0825,53053.4957
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8487.9986,53048.8839
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8505.9283,53037.6492
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8641.339,53060.1113
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8639.4863,53046.8084
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8546.718,53121.2896
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8545.933,53138.3751
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8688.1568,53133.9747
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8601.2199,53206.3382
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8521.0561,53275.3084
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8455.5845,53202.4652
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8464.1951,53203.0858
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8398.3821,53127.7828
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8404.0896,53133.1307
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8299.5346,53093.2108
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8313.0024,53203.7562
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8297.2886,53216.3213
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8361.8874,53264.6473
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,8346.1736,53277.2124
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8398.9571,53355.093
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8320.679,53417.9404
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8337.1595,53320.9869
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8249.5621,53347.6697
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8197.5427,53303.6002
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8080.0276,53389.8641
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7957.3263,53361.5325
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7935.2222,53420.7551
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7975.8189,53460.6834
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7989.6732,53469.9775
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,8010.18,53440.4911
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7898.6367,53524.3858
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7894.6943,53546.3116
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7819.2697,53559.8069
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7786.4456,53498.789
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7792.9661,53570.0529
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7802.7143,53631.9199
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7778.0564,53638.2204
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7622.2476,53764.8897
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7464.815,53850.0086
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7438.7989,53857.573
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7450.3239,53913.6614
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7426.275,53920.8722
SEGMENTATION-ZONE 1-2,SIG5.1,SIG5.1,7396.2725,53814.8788
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7402.9626,53942.8228
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7096.0551,54189.018
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7137.5228,54272.1958
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7049.2329,54322.2082
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7101.0805,54413.282
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7331.2896,54127.4646
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7263.704,54139.1071
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7366.4258,54185.8357
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7663.461,53956.9841
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7598.8426,53880.2772
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7747.5429,53893.8836
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7689.9968,53827.8432
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7862.1015,53786.8858
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7825.6799,53730.1789
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8098.8808,53626.4267
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8177.8981,53547.8538
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8029.466,53547.7453
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,8118.9532,53470.343
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7851.8265,53667.7023
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7961.2279,53579.5851
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5360.2539,55460.544
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5450.2371,55381.4927
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5499.4273,55341.9992
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5637.2918,55231.3116
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5875.3289,55046.7212
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6045.5142,54903.5608
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6300.988,54704.1526
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6363.0844,54648.5923
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6503.8307,54542.6496
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6896.1022,54219.5487
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,7025.4996,54115.8661
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5454.921,55412.3302
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5596.9889,55298.2678
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6006.2889,54969.6519
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5340.4682,55598.258
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,5330.5571,55585.9134
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5414.5369,55536.3543
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,5398.7175,55529.5489
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,5423.0057,55510.0486
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5512.324,55458.323
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,5502.1926,55449.4669
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5557.1713,55421.5927
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,5555.9168,55404.4036
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5650.2003,55349.3599
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,5643.4998,55335.1524
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,5709.4546,55300.356
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,5970.395,55081.3121
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,5952.7016,55086.2317
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6045.8927,55021.8478
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,6054.7719,55002.4372
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6097.2601,54959.8332
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,6105.2713,54937.0735
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6182.8018,54935.2863
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,6180.7453,54922.3905
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6393.8513,54734.8654
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,6397.7744,54715.5966
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6485.7798,54665.2885
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,6491.2915,54648.7107
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6540.7344,54592.305
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,6554.2711,54568.5206
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6625.145,54583.1055
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,6623.1579,54567.8276
SEGMENTATION-ZONE 1-2,SIG2.5,SIG2.5,6812.9935,54414.3188
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6775.3558,54531.1586
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6823.1156,54535.7675
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6663.9037,54620.7923
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6858.9881,54592.2609
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6621.5777,54805.5241
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6540.7111,54734.1521
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6470.9882,54789.3785
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6378.2339,54874.2226
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6433.3119,54950.1122
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6540.6676,54874.5657
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6225.579,54971.1076
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6119.5328,55089.5883
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6016.9613,55159.8778
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,6072.5874,55242.7442
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5782.6591,55359.9112
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5696.7272,55408.1508
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5612.2263,55489.3488
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5565.2313,55521.3533
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5475.7577,55599.1007
SEGMENTATION-ZONE 1-2,SIG5.2,SIG5.2,7554.6669,53815.36
SEGMENTATION-ZONE 1-2,SIG5.3,SIG5.3,7516.2617,53935.6032
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5541.7583,55651.5316
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5670.6136,55564.8544
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5751.0921,55507.5327
SEGMENTATION-ZONE 1-2,SIG2.6,SIG2.6,5834.6261,55441.7753
SEGMENTATION-ZONE 1-2,D4.15,D4.15,6121.6076,55205.2308
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5384.5014,55306.2329
SEGMENTATION-ZONE 1-2,SIG2.1,SIG2.1,5905.7815,54849.7318
SEGMENTATION-ZONE 1-2,SIG2.4,SIG2.4,6453.6364,54625.253
SEGMENTATION-ZONE 1-2,E4S.1,E4S.1,5132.3829,54939.1601
SEGMENTATION-ZONE 1-2,STB-E4S.1,STB-E4S.1,5114.796,54938.563
SEGMENTATION-ZONE 1-2,E4S.2,E4S.2,5169.6382,54909.2508
SEGMENTATION-ZONE 1-2,E4S.4,E4S.4,5205.8796,54880.1588
SEGMENTATION-ZONE 1-2,E4S.6,E4S.6,5243.4918,54849.9405
SEGMENTATION-ZONE 1-2,E4S.8,E4S.8,5284.0452,54817.3814
SEGMENTATION-ZONE 1-2,E4S.10,E4S.10,5320.3259,54788.2522
SEGMENTATION-ZONE 1-2,E4S.12,E4S.12,5366.4072,54751.2633
SEGMENTATION-ZONE 1-2,E4S.14,E4S.14,5401.9693,54722.7177
SEGMENTATION-ZONE 1-2,E4S.16,E4S.16,5437.2408,54694.3993
SEGMENTATION-ZONE 1-2,E4S.18,E4S.18,5473.4572,54665.3182
SEGMENTATION-ZONE 1-2,E4S.20,E4S.20,5508.538,54637.1667
SEGMENTATION-ZONE 1-2,E3.1,E3.1,5092.0219,54971.5449
SEGMENTATION-ZONE 1-2,E4.1,E4.1,5574.2316,54584.4013
SEGMENTATION-ZONE 1-2,STB-E4S.3,STB-E4S.3,5555.4363,54576.658
SEGMENTATION-ZONE 1-2,STB-E4S.2,STB-E4S.2,5555.651,54605.9713
SEGMENTATION-ZONE 1-2,E3.2,E3.2,5077.0156,54990.5199
SEGMENTATION-ZONE 1-2,E3.3,E3.3,5051.25,54992.548
SEGMENTATION-ZONE 1-2,E3.4,E3.4,5084.5911,55034.1095
SEGMENTATION-ZONE 1-2,E3.5,E3.5,5005.3152,55080.6198
SEGMENTATION-ZONE 1-2,E3.6,E3.6,5085.1216,55051.5232
SEGMENTATION-ZONE 1-2,E3.7,E3.7,5111.3731,55067.5587
SEGMENTATION-ZONE 1-2,E3.8,E3.8,5142.1888,55106.0458
SEGMENTATION-ZONE 1-2,STB-E3.1,STB-E3.1,5044.412,54965.8603
SEGMENTATION-ZONE 1-2,STB-E3.2,STB-E3.2,5109.4634,55074.3645
SEGMENTATION-ZONE 1-2,STB-E3.4,STB-E3.4,5159.6022,55135.4265
SEGMENTATION-ZONE 1-2,E3.9,E3.9,5171.6652,55142.6234
SEGMENTATION-ZONE 1-2,E3.10,E3.10,5210.353,55191.0723
SEGMENTATION-ZONE 1-2,E3.11,E3.11,5236.6254,55223.6284
SEGMENTATION-ZONE 1-2,419.2,419.2,5181.7025,54906.5702
SEGMENTATION-ZONE 1-2,419.1,419.1,5163.6823,54921.038
SEGMENTATION-ZONE 1-2,419.3,419.3,5184.0072,54945.4232
SEGMENTATION-ZONE 1-2,418.2,418.2,5218.9758,54876.6446
SEGMENTATION-ZONE 1-2,418.1,418.1,5200.9556,54891.1124
SEGMENTATION-ZONE 1-2,418.3,418.3,5221.2805,54915.4976
SEGMENTATION-ZONE 1-2,417.2,417.2,5256.2491,54846.719
SEGMENTATION-ZONE 1-2,417.1,417.1,5238.2289,54861.1868
SEGMENTATION-ZONE 1-2,417.3,417.3,5258.5538,54885.572
SEGMENTATION-ZONE 1-2,416.2,416.2,5293.5224,54816.7934
SEGMENTATION-ZONE 1-2,416.1,416.1,5275.5022,54831.2613
SEGMENTATION-ZONE 1-2,416.3,416.3,5295.8271,54855.6464
SEGMENTATION-ZONE 1-2,415.2,415.2,5330.7957,54786.8678
SEGMENTATION-ZONE 1-2,415.1,415.1,5312.7755,54801.3357
SEGMENTATION-ZONE 1-2,415.3,415.3,5333.1004,54825.7208
SEGMENTATION-ZONE 1-2,414.2,414.2,5378.2802,54748.744
SEGMENTATION-ZONE 1-2,414.1,414.1,5360.26,54763.2118
SEGMENTATION-ZONE 1-2,414.3,414.3,5380.5849,54787.597
SEGMENTATION-ZONE 1-2,413.2,413.2,5414.2254,54719.8797
SEGMENTATION-ZONE 1-2,413.1,413.1,5396.2052,54734.3475
SEGMENTATION-ZONE 1-2,413.3,413.3,5416.5301,54758.7327
SEGMENTATION-ZONE 1-2,412.2,412.2,5450.1755,54691.0214
SEGMENTATION-ZONE 1-2,412.1,412.1,5432.1553,54705.4893
SEGMENTATION-ZONE 1-2,412.3,412.3,5452.4802,54729.8744
SEGMENTATION-ZONE 1-2,411.2,411.2,5486.1201,54662.1563
SEGMENTATION-ZONE 1-2,411.1,411.1,5468.0999,54676.6241
SEGMENTATION-ZONE 1-2,411.3,411.3,5488.4248,54701.0093
SEGMENTATION-ZONE 1-2,410.2,410.2,5522.0709,54633.2988
SEGMENTATION-ZONE 1-2,410.1,410.1,5504.0507,54647.7667
SEGMENTATION-ZONE 1-2,410.3,410.3,5524.3756,54672.1518
SEGMENTATION-ZONE 1-2,E3A.4,E3A.4,5379.7834,54963.7595
SEGMENTATION-ZONE 1-2,E3A.5,E3A.5,5378.1886,54997.7339
SEGMENTATION-ZONE 1-2,409.1,409.1,5646.0316,54714.1142
SEGMENTATION-ZONE 1-2,409.2,409.2,5631.1421,54732.4817
SEGMENTATION-ZONE 1-2,409.3,409.3,5612.4484,54708.3138
SEGMENTATION-ZONE 1-2,408.1,408.1,5613.1896,54746.8901
SEGMENTATION-ZONE 1-2,408.2,408.2,5595.17,54761.3586
SEGMENTATION-ZONE 1-2,408.3,408.3,5576.4762,54737.1907
SEGMENTATION-ZONE 1-2,407.1,407.1,5577.2668,54775.7362
SEGMENTATION-ZONE 1-2,407.2,407.2,5559.2471,54790.2047
SEGMENTATION-ZONE 1-2,407.3,407.3,5540.5534,54766.0368
SEGMENTATION-ZONE 1-2,406.1,406.1,5541.3086,54804.6015
SEGMENTATION-ZONE 1-2,406.2,406.2,5523.2889,54819.07
SEGMENTATION-ZONE 1-2,406.3,406.3,5504.5951,54794.9021
SEGMENTATION-ZONE 1-2,405.1,405.1,5505.3718,54833.4592
SEGMENTATION-ZONE 1-2,405.2,405.2,5487.3521,54847.9277
SEGMENTATION-ZONE 1-2,405.3,405.3,5468.6584,54823.7598
SEGMENTATION-ZONE 1-2,404.1,404.1,5469.4243,54862.3207
SEGMENTATION-ZONE 1-2,404.2,404.2,5451.4046,54876.7892
SEGMENTATION-ZONE 1-2,404.3,404.3,5432.7109,54852.6213
SEGMENTATION-ZONE 1-2,403.1,403.1,5432.6232,54890.119
SEGMENTATION-ZONE 1-2,403.2,403.2,5414.6035,54904.5875
SEGMENTATION-ZONE 1-2,403.3,403.3,5395.9097,54880.4196
SEGMENTATION-ZONE 1-2,402.1,402.1,5396.6672,54918.9873
SEGMENTATION-ZONE 1-2,402.2,402.2,5378.6475,54933.4558
SEGMENTATION-ZONE 1-2,402.3,402.3,5359.9538,54909.2879
SEGMENTATION-ZONE 1-2,401.1,401.1,5360.7197,54947.8488
SEGMENTATION-ZONE 1-2,401.3,401.3,5324.0062,54938.1494
SEGMENTATION-ZONE 1-2,401.2,401.2,5348.4791,54966.0194
SEGMENTATION-ZONE 1-2,408.4,408.4,5601.7353,54770.7824
SEGMENTATION-ZONE 1-2,E3A.7,E3A.7,5412.0764,55003.9757
SEGMENTATION-ZONE 1-2,E3A.6,E3A.6,5394.0567,55018.4442
